signalId,date open,date closed,coin,exchange,direction,leverage,avgEntryPrice,avgTpValue,maxReachedEntry,maxReachedTp,pnl,allocatedAmount,spentAmount,realizedProfit,unrealizedProfit,totalProfit,status,EP1,EP2,EP3,EP4,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,stopLoss,TP Pot. Profit 1,TP Pot. Profit 2,TP Pot. Profit 3,TP Pot. Profit 4,TP Pot. Profit 5,TP Pot. Profit 6,TP Pot. Profit 7,TP Pot. Profit 8,potentialLoss
BTCDOMUSDT:LONG:1590,"05/06/2023, 06:00:13 AM","05/31/2023, 04:28:00 PM",BTCDOMUSDT,Binance Futures,LONG,10,1619.488,0,4,0,-18.208,100,100,-18.208,0,-18.208,closed,1637.7,1625.633,1613.567,1601.5,1708.3,1749.3,1798.6,1897.2,2003.9,2102.5,2217.5,2299.6,1590,43.109,68.144,98.248,158.454,223.606,283.813,354.033,404.164,-29.126
1000FLOKIUSDT:LONG:0.03496,"05/08/2023, 06:00:06 PM","05/08/2023, 07:21:00 PM",1000FLOKIUSDT,Bybit USDT,LONG,10,0.036,0,4,0,-18.184,100,100,-18.184,0,-18.184,closed,0.036,0.036,0.035,0.035,0.038,0.038,0.04,0.042,0.044,0.046,0.049,0.051,0.035,43.044,68.037,98.306,158.289,223.549,283.81,354.068,404.054,-29.159
TOMOUSDT:LONG:0.803,"05/09/2023, 06:00:19 PM","05/23/2023, 05:24:00 AM",TOMOUSDT,Bybit USDT,LONG,10,0.824,0,2,8,121.293,100,50,60.647,-0,60.647,closed,0.828,0.821,0.815,0.809,0.863,0.884,0.909,0.959,1.013,1.062,1.121,1.162,0.803,42.9,67.674,97.885,158.308,223.565,283.384,354.079,404.23,-29.607
LQTYUSDT:LONG:1.166,"05/14/2023, 07:00:16 AM","05/31/2023, 10:20:00 AM",LQTYUSDT,Bybit USDT,LONG,10,1.188,0,4,4,63.572,100,100,63.572,0,63.572,closed,1.202,1.193,1.184,1.175,1.253,1.283,1.319,1.392,1.47,1.542,1.627,1.687,1.166,42.863,67.832,97.794,158.136,223.471,283.396,353.725,404.078,-29.546
CVXUSDT:LONG:4.48,"05/14/2023, 04:00:12 PM","05/18/2023, 07:56:00 PM",CVXUSDT,Bybit USDT,LONG,10,4.597,0,2,1,23.662,100,50,11.831,0,11.831,closed,4.615,4.58,4.545,4.51,4.815,4.93,5.065,5.345,5.645,5.925,6.25,6.48,4.48,43.337,68.256,97.508,158.18,223.185,283.857,354.28,404.117,-29.252
TRBUSDT:LONG:11.14,"05/14/2023, 06:00:06 PM","05/31/2023, 11:02:00 AM",TRBUSDT,Bybit USDT,LONG,10,11.432,0,2,3,40.924,100,50,20.462,0,20.462,closed,11.475,11.39,11.305,11.22,11.97,12.255,12.6,13.29,14.04,14.73,15.535,16.11,11.14,43.137,67.974,98.039,158.17,223.529,283.66,353.813,403.922,-29.194
ARPAUSDT:LONG:0.05015,"05/15/2023, 02:00:13 AM","05/15/2023, 01:06:00 PM",ARPAUSDT,Binance Futures,LONG,10,0.051,0,4,0,-18.139,100,100,-18.139,0,-18.139,closed,0.052,0.051,0.051,0.051,0.054,0.055,0.057,0.06,0.063,0.066,0.07,0.073,0.05,43.175,68.151,98.354,158.567,223.621,283.833,354.114,404.259,-29.042
EDUUSDT:LONG:1.2757,"05/15/2023, 06:00:05 AM","05/15/2023, 10:18:00 AM",EDUUSDT,Binance Futures,LONG,10,1.299,0,4,0,-18.171,100,100,-18.171,0,-18.171,closed,1.314,1.304,1.295,1.285,1.371,1.404,1.443,1.522,1.608,1.687,1.779,1.845,1.276,43.154,68.194,98.333,158.46,223.685,283.888,354.06,404.216,-29.074
GTCUSDT:LONG:1.341,"05/15/2023, 09:00:24 AM","05/16/2023, 03:28:00 AM",GTCUSDT,Binance Futures,LONG,10,1.366,0,4,0,-18.591,100,100,-18.591,0,-18.591,closed,1.382,1.372,1.361,1.351,1.441,1.476,1.517,1.6,1.69,1.774,1.871,1.94,1.341,42.692,68.017,97.685,157.742,222.865,283.647,353.835,403.763,-29.667
BTCUSDT:LONG:26544.5,"05/15/2023, 11:00:08 AM","05/17/2023, 04:38:00 PM",BTCUSDT,Binance Futures,LONG,10,27036.28,0,4,0,-18.19,100,100,-18.19,0,-18.19,closed,27339.8,27138.7,26937.6,26736.5,28518.9,29204.5,30027.1,31672.5,33454.9,35100.2,37019.8,38390.9,26544.5,43.128,68.205,98.293,158.476,223.67,283.85,354.063,404.213,-29.089
JOEUSDT:LONG:0.3573,"05/15/2023, 05:00:05 PM","05/16/2023, 06:29:00 PM",JOEUSDT,Bybit USDT,LONG,10,0.364,0,4,1,27.408,100,100,27.408,0,27.408,closed,0.368,0.365,0.363,0.36,0.384,0.393,0.404,0.426,0.45,0.473,0.498,0.517,0.357,43.065,68.061,98.22,158.402,223.611,283.793,354.028,404.157,-29.208
XRPUSDT:SHORT:0.4359,"05/16/2023, 04:00:04 AM","05/16/2023, 11:51:00 PM",XRPUSDT,Binance Futures,SHORT,10,0.428,0,4,0,-17.81,100,100,-17.81,0,-17.81,closed,0.424,0.427,0.43,0.433,0.406,0.395,0.382,0.357,0.329,0.304,0.275,0.253,0.436,42.955,67.973,97.947,157.659,222.563,282.275,352.136,401.935,-28.794
MKRUSDT:SHORT:650.5,"05/16/2023, 10:00:31 AM","05/28/2023, 02:44:00 AM",MKRUSDT,Bybit USDT,SHORT,10,636.979,0,3,1,25.102,100,75,18.826,0,18.826,closed,632.5,637,641.5,646,605,589.5,570.5,532.5,491.5,453.5,409.5,378,650.5,43.478,67.984,98.024,158.103,222.925,283.004,352.569,402.372,-28.458
GMTUSDT:SHORT:0.2791,"05/16/2023, 05:00:33 PM","05/17/2023, 03:11:00 AM",GMTUSDT,Bybit USDT,SHORT,10,0.274,0,4,0,-17.75,100,100,-17.75,0,-17.75,closed,0.271,0.273,0.275,0.277,0.26,0.253,0.245,0.229,0.211,0.195,0.176,0.162,0.279,43.126,67.822,97.678,157.759,222.632,282.344,352.009,401.769,-28.75
ETHBTC:LONG:6543000,"05/16/2023, 11:00:29 PM","05/16/2023, 11:01:00 PM",ETHBTC,Binance Futures,LONG,10,6664037.308,0,4,0,-18.163,100,100,-18.163,0,-18.163,closed,6739000,6689333.333,6639666.667,6590000,7029000,7198000,7401000,7807000,8246000,8652000,9125000,9463000,6543000,43.033,68.111,98.234,158.48,223.624,283.87,354.058,404.214,-29.084
KAVAUSDT:LONG:0.8984,"05/17/2023, 04:00:39 AM","05/17/2023, 10:05:00 AM",KAVAUSDT,Binance Futures,LONG,10,0.915,0,4,0,-18.127,100,100,-18.127,0,-18.127,closed,0.925,0.918,0.912,0.905,0.965,0.988,1.016,1.072,1.132,1.188,1.253,1.299,0.898,43.121,68.194,98.238,158.435,223.603,283.8,354.047,404.193,-29.072
KNCUSDT:LONG:0.5919,"05/17/2023, 06:00:47 AM","05/21/2023, 05:44:00 PM",KNCUSDT,Bybit USDT,LONG,10,0.603,0,4,1,27.361,100,100,27.361,0,27.361,closed,0.61,0.605,0.601,0.596,0.636,0.651,0.67,0.706,0.746,0.783,0.826,0.856,0.592,42.972,68.066,98.081,158.275,223.553,283.746,353.945,404.133,-29.195
EDUUSDT:LONG:1.0639,"05/17/2023, 05:00:18 PM","05/22/2023, 02:28:00 AM",EDUUSDT,Binance Futures,LONG,10,1.092,0,2,3,40.919,100,50,20.46,0,20.46,closed,1.096,1.088,1.08,1.072,1.143,1.171,1.204,1.269,1.341,1.407,1.484,1.539,1.064,43.074,68.169,98.284,158.423,223.672,283.811,353.988,404.18,-29.111
OMGUSDT:LONG:0.793,"05/17/2023, 09:00:16 PM","05/18/2023, 07:50:00 PM",OMGUSDT,Binance Futures,LONG,10,0.808,0,4,0,-19.096,100,100,-19.096,0,-19.096,closed,0.818,0.812,0.805,0.799,0.852,0.873,0.897,0.947,1,1.049,1.107,1.148,0.793,41.565,67.237,96.577,157.702,222.494,282.396,353.301,403.423,-30.562
ZRXUSDT:LONG:0.2251,"05/17/2023, 10:00:41 PM","05/18/2023, 07:50:00 PM",ZRXUSDT,Binance Futures,LONG,10,0.229,0,4,0,-18.246,100,100,-18.246,0,-18.246,closed,0.232,0.23,0.228,0.227,0.242,0.248,0.255,0.269,0.284,0.298,0.314,0.326,0.225,43.122,68.133,97.887,158.258,223.372,283.743,354.032,404.053,-29.323
NKNUSDT:SHORT:0.1071,"05/18/2023, 04:00:38 AM","05/23/2023, 04:08:00 PM",NKNUSDT,Bybit USDT,SHORT,10,0.104,0,1,1,21.472,100,25,5.368,0,5.368,closed,0.104,0.105,0.106,0.106,0.1,0.097,0.094,0.088,0.081,0.075,0.067,0.062,0.107,42.944,67.826,97.704,157.556,222.404,282.16,352.003,401.864,-28.917
HIGHUSDT:SHORT:1.8735,"05/18/2023, 06:00:44 AM","05/23/2023, 01:34:00 PM",HIGHUSDT,Bybit USDT,SHORT,10,1.821,0,1,4,53.899,100,25,13.475,0,13.475,closed,1.821,1.834,1.847,1.861,1.743,1.697,1.643,1.534,1.416,1.307,1.18,1.089,1.874,43.108,68.094,97.748,157.606,222.405,282.262,352.004,401.977,-28.83
NKNUSDT:SHORT:0.10607,"05/18/2023, 07:00:58 AM","05/21/2023, 04:19:00 PM",NKNUSDT,Bybit USDT,SHORT,10,0.103,0,2,1,23.212,100,50,11.606,0,11.606,closed,0.103,0.104,0.105,0.105,0.099,0.096,0.093,0.087,0.08,0.074,0.067,0.062,0.106,42.968,67.895,97.769,157.614,222.405,282.25,351.988,401.843,-28.807
TOMOUSDT:LONG:0.9966,"05/18/2023, 06:00:07 PM","05/29/2023, 12:00:00 AM",TOMOUSDT,Binance Futures,LONG,10,1.015,0,4,8,129.872,100,100,129.872,0,129.872,closed,1.027,1.019,1.011,1.004,1.071,1.097,1.127,1.189,1.256,1.318,1.39,1.441,0.997,43.059,68.193,98.295,158.402,223.673,283.78,354.019,404.189,-29.128
TOMOUSDT:LONG:0.9926,"05/18/2023, 07:00:25 PM","05/29/2023, 12:00:00 AM",TOMOUSDT,Binance Futures,LONG,10,1.011,0,4,8,129.917,100,100,129.917,-0,129.917,closed,1.022,1.015,1.007,1,1.067,1.092,1.123,1.184,1.251,1.313,1.384,1.436,0.993,43.134,68.173,98.298,158.451,223.689,283.842,354.069,404.245,-29.147
ALGOUSDT:SHORT:0.1694,"05/18/2023, 08:00:44 PM","06/10/2023, 06:24:00 AM",ALGOUSDT,Binance Futures,SHORT,10,0.166,0,3,8,123.236,100,75,92.427,0,92.427,closed,0.165,0.166,0.167,0.168,0.158,0.154,0.149,0.139,0.128,0.118,0.107,0.099,0.169,43.109,68.002,97.753,157.863,222.829,282.332,352.155,401.943,-28.537
BNBUSDT:SHORT:316.85,"05/18/2023, 09:00:50 PM","05/29/2023, 01:55:00 PM",BNBUSDT,Bybit USDT,SHORT,10,311.305,0,4,0,-17.813,100,100,-17.813,0,-17.813,closed,307.95,310.2,312.45,314.7,294.75,287.05,277.85,259.45,239.45,221.05,199.55,184.2,316.85,42.864,67.868,97.743,157.493,222.439,282.189,352.005,401.851,-28.901
WOOUSDT:SHORT:0.23598,"05/18/2023, 10:00:37 PM","05/30/2023, 01:26:00 PM",WOOUSDT,Binance Futures,SHORT,10,0.232,0,4,3,45.134,100,100,45.134,0,45.134,closed,0.229,0.231,0.233,0.234,0.22,0.214,0.207,0.193,0.178,0.165,0.149,0.137,0.236,42.902,67.841,97.75,157.569,222.358,282.176,351.979,401.814,-28.863
GMXUSDT:SHORT:64.14,"05/19/2023, 12:00:44 AM",,GMXUSDT,Binance Futures,SHORT,10,62.801,0,3,6,97.286,100,75,63.731,9.233,72.964,open,62.35,62.803,63.257,63.71,59.67,58.11,56.25,52.52,48.48,44.75,40.4,37.29,64.14,42.983,68.003,97.835,157.658,222.454,282.277,352.045,401.925,-28.709
CTKUSDT:SHORT:0.7687,"05/19/2023, 10:00:09 AM",,CTKUSDT,Bybit USDT,SHORT,10,0.755,0,4,5,108.422,100,100,73.317,35.104,108.422,open,0.747,0.753,0.758,0.764,0.715,0.696,0.674,0.629,0.581,0.536,0.484,0.447,0.769,42.832,67.862,97.711,157.542,222.326,282.158,352.028,401.82,-28.912
CTKUSDT:SHORT:0.7687,"05/19/2023, 12:00:08 PM",,CTKUSDT,Bybit USDT,SHORT,10,0.755,0,4,5,108.422,100,100,73.317,35.104,108.422,open,0.747,0.753,0.758,0.764,0.715,0.696,0.674,0.629,0.581,0.536,0.484,0.447,0.769,42.832,67.862,97.711,157.542,222.326,282.158,352.028,401.82,-28.912
TRXUSDT:LONG:0.06831,"05/19/2023, 06:00:19 PM","06/10/2023, 03:50:00 AM",TRXUSDT,Binance Futures,LONG,10,0.07,0,1,4,53.994,100,25,13.498,0,13.498,closed,0.07,0.07,0.069,0.069,0.073,0.075,0.077,0.082,0.086,0.09,0.095,0.099,0.068,43.064,68.078,98.209,158.329,223.565,283.684,353.894,404.065,-29.136
ONTUSDT:SHORT:0.22745,"05/19/2023, 07:00:46 PM","05/22/2023, 10:53:00 AM",ONTUSDT,Bybit USDT,SHORT,10,0.221,0,1,1,21.488,100,25,5.372,0,5.372,closed,0.221,0.223,0.224,0.226,0.212,0.206,0.199,0.186,0.172,0.159,0.143,0.132,0.227,42.977,67.858,97.715,157.657,222.348,282.289,351.957,401.945,-28.953
TOMOUSDT:LONG:1.0005,"05/20/2023, 08:00:21 AM","05/20/2023, 12:50:00 PM",TOMOUSDT,Binance Futures,LONG,10,0,0,0,0,0,100,0,0,0,0,closed,1.031,1.023,1.015,1.008,1.075,1.101,1.132,1.194,1.261,1.323,1.395,1.447,1.001,43.086,68.122,98.205,158.467,223.581,283.843,354.003,404.173,-29.112
ETHBTC:LONG:6490999,"05/21/2023, 03:00:34 AM","05/21/2023, 03:01:00 AM",ETHBTC,Binance Futures,LONG,10,6611539.367,0,4,0,-18.232,100,100,-18.232,0,-18.232,closed,6686000,6636666.333,6587332.667,6537999,6973999,7142000,7342999,7745000,8180999,8584000,9053000,9388000,6490999,43.075,68.202,98.265,158.391,223.601,283.877,354.023,404.128,-29.166
MASKUSDT:LONG:4.511,"05/21/2023, 11:00:35 AM","05/21/2023, 07:36:00 PM",MASKUSDT,Bybit USDT,LONG,10,4.595,0,4,0,-18.319,100,100,-18.319,0,-18.319,closed,4.647,4.613,4.578,4.544,4.847,4.963,5.103,5.383,5.686,5.966,6.292,6.525,4.511,43.039,68.001,98.128,158.382,223.585,283.839,353.992,404.132,-29.266
HNTUSDT:LONG:1.384,"05/21/2023, 01:00:26 PM",,HNTUSDT,Bybit USDT,LONG,10,0,0,0,0,0,100,0,0,0,0,open,1.426,1.415,1.405,1.394,1.487,1.522,1.565,1.651,1.744,1.83,1.93,2.002,1.384,42.777,67.321,97.475,157.784,223.001,283.31,353.436,403.927,-29.453
SXPUSDT:SHORT:0.4425,"05/21/2023, 02:00:17 PM","05/31/2023, 09:28:00 AM",SXPUSDT,Bybit USDT,SHORT,10,0.432,0,2,3,41.08,100,50,20.54,0,20.54,closed,0.431,0.434,0.437,0.44,0.412,0.401,0.388,0.363,0.335,0.309,0.279,0.257,0.443,44.135,68.525,98.722,157.956,222.997,283.391,353.078,403.02,-27.875
BAKEUSDT:SHORT:0.1551,"05/21/2023, 03:00:36 PM","05/23/2023, 08:01:00 AM",BAKEUSDT,Binance Futures,SHORT,10,0.151,0,1,1,21.883,100,25,5.471,0,5.471,closed,0.151,0.152,0.153,0.154,0.144,0.141,0.136,0.127,0.117,0.108,0.098,0.09,0.155,43.767,68.302,98.143,157.825,222.812,282.493,352.785,402.52,-28.515
ETHUSDT:SHORT:1864.21,"05/21/2023, 06:00:29 PM","05/23/2023, 05:20:00 AM",ETHUSDT,Binance Futures,SHORT,10,1831.58,0,4,0,-17.815,100,100,-17.815,0,-17.815,closed,1811.83,1825.077,1838.323,1851.57,1734.15,1688.99,1634.8,1526.41,1408.99,1300.61,1174.16,1083.84,1864.21,42.874,67.799,97.708,157.531,222.339,282.157,351.948,401.798,-28.91
MINAUSDT:SHORT:0.5867,"05/21/2023, 08:00:36 PM","05/28/2023, 08:37:00 PM",MINAUSDT,Bybit USDT,SHORT,10,0.577,0,4,2,34.427,100,100,34.427,0,34.427,closed,0.57,0.574,0.579,0.583,0.546,0.532,0.515,0.48,0.444,0.409,0.37,0.341,0.587,42.96,67.859,97.843,157.636,222.339,282.308,352.095,401.894,-28.757
NKNUSDT:SHORT:0.10617,"05/22/2023, 12:00:26 PM","05/24/2023, 02:43:00 AM",NKNUSDT,Bybit USDT,SHORT,10,0.104,0,4,0,-17.8,100,100,-17.8,0,-17.8,closed,0.103,0.104,0.105,0.105,0.099,0.096,0.093,0.087,0.08,0.074,0.067,0.062,0.106,42.931,67.836,97.781,157.573,222.405,282.198,351.972,401.88,-28.879
CTKUSDT:SHORT:0.7655,"05/22/2023, 07:00:25 PM","05/29/2023, 12:11:00 AM",CTKUSDT,Bybit USDT,SHORT,10,0.752,0,4,0,-17.816,100,100,-17.816,0,-17.816,closed,0.744,0.749,0.755,0.76,0.712,0.694,0.671,0.627,0.579,0.534,0.482,0.445,0.766,42.876,67.876,97.715,157.527,222.312,282.258,352.016,401.882,-28.898
NEOUSDT:SHORT:10.124,"05/22/2023, 08:00:28 PM","05/23/2023, 05:42:00 AM",NEOUSDT,Bybit USDT,SHORT,10,9.947,0,4,0,-17.759,100,100,-17.759,0,-17.759,closed,9.84,9.912,9.984,10.056,9.418,9.173,8.878,8.29,7.652,7.063,6.377,5.886,10.124,42.886,67.785,97.764,157.52,222.358,282.215,351.931,401.829,-28.862
CELRUSDT:SHORT:0.02265,"05/23/2023, 01:00:23 AM","05/23/2023, 05:31:00 AM",CELRUSDT,Bybit USDT,SHORT,10,0.022,0,4,0,-19.181,100,100,-19.181,0,-19.181,closed,0.022,0.022,0.022,0.022,0.021,0.021,0.02,0.019,0.017,0.016,0.014,0.013,0.023,43.182,68.182,97.727,159.091,222.727,281.818,352.273,402.273,-29.545
RVNUSDT:SHORT:0.0227,"05/23/2023, 05:00:26 AM","05/29/2023, 12:11:00 AM",RVNUSDT,Bybit USDT,SHORT,10,0.022,0,2,2,30.276,100,50,15.138,0,15.138,closed,0.022,0.022,0.022,0.023,0.021,0.021,0.02,0.019,0.017,0.016,0.014,0.013,0.023,43.084,68.027,97.506,158.73,222.222,283.447,351.474,403.628,-29.478
FXSUSDT:SHORT:7.4875,"05/23/2023, 06:00:29 AM",,FXSUSDT,Bybit USDT,SHORT,10,7.278,0,1,7,106.304,100,25,24.157,2.419,26.576,open,7.278,7.331,7.384,7.437,6.965,6.784,6.566,6.131,5.659,5.224,4.716,4.353,7.488,42.941,67.88,97.767,157.609,222.398,282.24,351.975,401.855,-28.856
HIGHUSDT:SHORT:1.7975,"05/23/2023, 08:00:28 AM","05/23/2023, 10:50:00 AM",HIGHUSDT,Bybit USDT,SHORT,10,1.766,0,4,0,-17.76,100,100,-17.76,0,-17.76,closed,1.747,1.76,1.773,1.786,1.672,1.629,1.577,1.472,1.359,1.254,1.132,1.045,1.798,42.931,67.831,97.596,157.699,222.381,282.198,352.032,401.832,-28.907
LPTUSDT:LONG:4.862,"05/23/2023, 09:00:28 AM","05/27/2023, 03:57:00 PM",LPTUSDT,Bybit USDT,LONG,10,4.952,0,4,0,-18.205,100,100,-18.205,0,-18.205,closed,5.008,4.971,4.934,4.897,5.223,5.349,5.5,5.801,6.128,6.429,6.781,7.032,4.862,42.931,68.091,98.243,158.347,223.642,283.746,354.034,404.153,-29.153
TOMOUSDT:LONG:1.227,"05/23/2023, 10:00:06 AM","05/24/2023, 06:11:00 PM",TOMOUSDT,Binance Futures,LONG,10,1.254,0,3,3,43.702,100,75,32.777,0,32.777,closed,1.264,1.255,1.245,1.236,1.318,1.35,1.388,1.464,1.546,1.623,1.711,1.775,1.227,43.124,68.128,98.275,158.411,223.611,283.827,354.012,404.178,-29.119
QTUMUSDT:SHORT:2.805,"05/23/2023, 11:00:23 AM","05/28/2023, 08:29:00 AM",QTUMUSDT,Bybit USDT,SHORT,10,2.748,0,3,1,25.153,100,75,18.865,0,18.865,closed,2.73,2.748,2.767,2.785,2.61,2.54,2.46,2.295,2.12,1.955,1.765,1.63,2.805,43.956,69.597,98.901,159.341,223.443,283.883,353.48,402.93,-27.473
QTUMUSDT:SHORT:2.81,"05/23/2023, 01:00:29 PM","05/25/2023, 02:04:00 AM",QTUMUSDT,Bybit USDT,SHORT,10,2.753,0,3,1,25.107,100,75,18.83,0,18.83,closed,2.735,2.753,2.772,2.79,2.615,2.545,2.465,2.3,2.125,1.96,1.77,1.635,2.81,43.876,69.47,98.72,159.049,223.035,283.364,352.834,402.194,-27.422
AKROUSDT:SHORT:0.00383,"05/27/2023, 08:00:24 PM",,AKROUSDT,Bybit USDT,SHORT,10,0,0,0,0,0,100,0,0,0,0,open,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.004,43.7,68.633,98.66,158.177,223.056,282.842,352.547,402.413,-26.81
EDUUSDT:LONG:1.2011,"05/28/2023, 03:00:04 PM","05/28/2023, 03:47:00 PM",EDUUSDT,Binance Futures,LONG,10,1.237,0,1,1,42.232,100,25,10.558,0,10.558,closed,1.237,1.228,1.219,1.21,1.291,1.322,1.359,1.433,1.514,1.588,1.675,1.737,1.201,43.081,68.138,98.206,158.422,223.569,283.786,354.025,404.138,-29.179
QNTUSDT:LONG:100.87,"05/28/2023, 11:00:20 PM","05/29/2023, 12:56:00 PM",QNTUSDT,Binance Futures,LONG,10,0,0,0,0,0,100,0,0,0,0,closed,103.9,103.133,102.367,101.6,108.37,110.98,114.1,120.36,127.13,133.38,140.68,145.89,100.87,43.022,68.142,98.171,158.422,223.58,283.734,353.994,404.139,-29.163
NKNUSDT:LONG:0.11519,"05/30/2023, 05:00:09 PM","05/31/2023, 03:00:00 AM",NKNUSDT,Binance Futures,LONG,10,0,0,0,0,0,100,0,0,0,0,closed,0.119,0.118,0.117,0.116,0.124,0.127,0.13,0.137,0.145,0.152,0.161,0.167,0.115,43.156,68.189,98.281,158.463,223.702,283.8,354.096,404.164,-29.08
NEOUSDT:LONG:10.288,"05/30/2023, 08:00:22 PM","05/31/2023, 06:48:00 AM",NEOUSDT,Binance Futures,LONG,10,10.479,0,4,0,-18.253,100,100,-18.253,0,-18.253,closed,10.597,10.519,10.441,10.363,11.054,11.319,11.638,12.276,12.967,13.605,14.349,14.88,10.288,43.125,68.132,98.235,158.441,223.648,283.854,354.062,404.171,-29.159
ALPHAUSDT:LONG:0.11142,"05/31/2023, 05:00:10 AM","05/31/2023, 07:58:00 AM",ALPHAUSDT,Binance Futures,LONG,10,0.113,0,4,0,-18.215,100,100,-18.215,0,-18.215,closed,0.115,0.114,0.113,0.112,0.12,0.123,0.126,0.133,0.14,0.147,0.155,0.161,0.111,43.133,68.229,98.292,158.505,223.684,283.897,354.043,404.235,-29.104
LITUSDT:LONG:0.875,"05/31/2023, 05:00:16 PM","06/05/2023, 05:01:00 AM",LITUSDT,Binance Futures,LONG,10,0.894,0,3,2,33.121,100,75,24.841,0,24.841,closed,0.901,0.894,0.888,0.881,0.94,0.962,0.989,1.044,1.102,1.157,1.22,1.265,0.875,43.285,67.703,97.669,158.713,223.085,284.129,354.051,403.996,-28.857
OPUSDT:LONG:1.3943,"06/02/2023, 06:00:16 PM","06/05/2023, 04:55:00 AM",OPUSDT,Bybit USDT,LONG,10,1.436,0,1,1,21.551,100,25,5.388,0,5.388,closed,1.436,1.426,1.415,1.404,1.498,1.534,1.577,1.664,1.757,1.844,1.945,2.017,1.394,43.103,68.171,98.252,158.415,223.592,283.824,354.014,404.15,-29.107
ACHUSDT:LONG:0.02824,"06/03/2023, 04:00:08 AM","06/03/2023, 08:08:00 PM",ACHUSDT,Binance Futures,LONG,10,0.029,0,4,0,-18.354,100,100,-18.354,0,-18.354,closed,0.029,0.029,0.029,0.028,0.03,0.031,0.032,0.034,0.036,0.037,0.039,0.041,0.028,42.97,68.065,98.316,158.474,223.444,283.946,354.074,404.263,-29.22
