signalId,date open,date closed,coin,exchange,direction,leverage,avgEntryPrice,avgTpValue,maxReachedEntry,maxReachedTp,pnl,allocatedAmount,spentAmount,realizedProfit,unrealizedProfit,totalProfit,status,EP1,EP2,EP3,EP4,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,stopLoss,TP Pot. Profit 1,TP Pot. Profit 2,TP Pot. Profit 3,TP Pot. Profit 4,TP Pot. Profit 5,TP Pot. Profit 6,TP Pot. Profit 7,TP Pot. Profit 8,potentialLoss
FLOWUSDT:LONG:0.7105,"06/05/2023, 01:00:19 AM","06/05/2023, 07:06:00 AM",FLOWUSDT,Bybit USDT,LONG,10,0.724,0,4,0,-18.914,100,100,-18.914,0,-18.914,closed,0.733,0.727,0.722,0.716,0.764,0.782,0.804,0.848,0.896,0.94,0.992,1.028,0.711,42.321,67.577,97.611,157.679,223.208,283.276,353.584,403.413,-30.034
BELUSDT:SHORT:0.769,"06/05/2023, 04:00:22 PM","06/10/2023, 06:27:00 AM",BELUSDT,Bybit USDT,SHORT,10,0.75,0,2,8,119.911,100,50,59.956,0,59.956,closed,0.747,0.753,0.758,0.764,0.715,0.697,0.674,0.63,0.581,0.537,0.484,0.447,0.769,42.949,67.835,97.672,157.613,222.371,282.178,352.02,401.793,-28.9
ALPHAUSDT:LONG:0.11727,"06/08/2023, 07:00:05 AM","06/08/2023, 07:39:00 AM",ALPHAUSDT,Binance Futures,LONG,10,0.119,0,4,0,-18.223,100,100,-18.223,0,-18.223,closed,0.121,0.12,0.119,0.118,0.126,0.129,0.133,0.14,0.148,0.155,0.164,0.17,0.117,43.05,68.135,98.187,158.374,223.611,283.798,354.003,404.09,-29.141
1000XECUSDT:SHORT:0.01985,"06/10/2023, 07:00:34 AM","06/10/2023, 07:20:00 PM",1000XECUSDT,Binance Futures,SHORT,10,0.02,0,4,0,-17.492,100,100,-17.492,0,-17.492,closed,0.019,0.019,0.02,0.02,0.018,0.018,0.017,0.016,0.015,0.014,0.013,0.012,0.02,43.005,68.394,97.927,158.031,222.798,282.383,352.332,402.073,-28.497
ASTRUSDT:LONG:0.03689,"06/13/2023, 05:00:17 PM","06/14/2023, 10:50:00 PM",ASTRUSDT,Binance Futures,LONG,10,0.038,0,3,1,25.384,100,75,19.038,0,19.038,closed,0.038,0.038,0.037,0.037,0.04,0.041,0.042,0.044,0.046,0.049,0.051,0.053,0.037,42.895,67.895,98.158,158.158,223.421,283.684,353.684,403.947,-29.211
SUIUSDT:SHORT:0.6507,"06/14/2023, 11:00:24 PM","06/15/2023, 01:48:00 AM",SUIUSDT,Binance Futures,SHORT,10,0.639,0,4,0,-17.739,100,100,-17.739,0,-17.739,closed,0.633,0.637,0.642,0.646,0.605,0.59,0.571,0.533,0.492,0.454,0.41,0.378,0.651,43.004,67.826,97.866,157.628,222.451,282.213,352.095,401.897,-28.775
DASHUSDT:LONG:29.86,"06/16/2023, 10:00:23 PM","06/18/2023, 10:24:00 PM",DASHUSDT,Binance Futures,LONG,10,30.413,0,4,0,-18.177,100,100,-18.177,0,-18.177,closed,30.76,30.53,30.3,30.07,32.08,32.85,33.78,35.63,37.63,39.48,41.64,43.19,29.86,42.913,67.945,98.179,158.322,223.342,283.485,353.706,404.096,-29.259
JASMYUSDT:LONG:0.00372,"06/17/2023, 08:00:05 AM","06/17/2023, 05:19:00 PM",JASMYUSDT,Bybit USDT,LONG,10,0.004,0,1,1,21.932,100,25,5.483,0,5.483,closed,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.004,43.864,68.93,99.217,159.269,224.543,284.856,355.091,405.483,-28.721
INJUSDT:LONG:6.257,"06/17/2023, 01:00:08 PM","06/18/2023, 02:16:00 AM",INJUSDT,Binance Futures,LONG,10,6.373,0,4,0,-18.21,100,100,-18.21,0,-18.21,closed,6.445,6.397,6.35,6.302,6.722,6.884,7.078,7.465,7.886,8.273,8.726,9.049,6.257,42.979,68.115,98.216,158.262,223.584,283.631,353.918,404.034,-29.17
THETAUSDT:SHORT:0.6654,"06/18/2023, 11:00:27 PM","06/21/2023, 01:04:00 AM",THETAUSDT,Bybit USDT,SHORT,10,0.654,0,4,0,-17.809,100,100,-17.809,0,-17.809,closed,0.647,0.651,0.656,0.661,0.619,0.603,0.584,0.545,0.503,0.464,0.419,0.387,0.665,42.833,67.883,97.727,157.569,222.36,282.202,351.941,401.887,-28.916
FXSUSDT:SHORT:6.118,"06/20/2023, 10:00:26 PM","06/21/2023, 10:59:00 AM",FXSUSDT,Binance Futures,SHORT,10,6.012,0,4,0,-17.697,100,100,-17.697,0,-17.697,closed,5.947,5.99,6.034,6.077,5.691,5.543,5.365,5.01,4.624,4.268,3.853,3.557,6.118,43.047,67.933,97.864,157.558,222.465,282.327,352.11,401.883,-28.754
LPTUSDT:LONG:4.001,"06/21/2023, 01:00:25 AM","06/21/2023, 06:15:00 PM",LPTUSDT,Bybit USDT,LONG,10,0,0,0,0,0,100,0,0,0,0,closed,4.122,4.091,4.061,4.03,4.299,4.402,4.526,4.774,5.043,5.291,5.58,5.787,4.001,42.94,67.928,98.011,158.176,223.435,283.6,353.712,403.93,-29.355
WOOUSDT:LONG:0.1982,"06/21/2023, 02:00:28 AM","06/24/2023, 06:02:00 PM",WOOUSDT,Binance Futures,LONG,10,0.204,0,1,3,38.193,100,25,9.548,0,9.548,closed,0.204,0.203,0.201,0.2,0.213,0.218,0.224,0.236,0.25,0.262,0.276,0.287,0.198,43.106,68.136,98.261,158.413,223.61,283.811,354.004,404.164,-29.145
CRVUSDT:LONG:0.648,"06/21/2023, 03:00:31 AM","06/23/2023, 12:57:00 AM",CRVUSDT,Binance Futures,LONG,10,0.665,0,2,1,22.922,100,50,11.461,0,11.461,closed,0.668,0.663,0.658,0.653,0.696,0.713,0.733,0.773,0.817,0.857,0.904,0.938,0.648,41.916,67.365,97.305,157.186,223.054,282.934,353.293,404.192,-29.94
ONTUSDT:LONG:0.17035,"06/21/2023, 06:00:17 AM","06/22/2023, 04:41:00 PM",ONTUSDT,Bybit USDT,LONG,10,0.175,0,1,2,28.327,100,25,7.082,0,7.082,closed,0.175,0.174,0.173,0.172,0.183,0.187,0.193,0.203,0.215,0.225,0.238,0.246,0.17,43.032,68.111,98.319,158.45,223.71,283.842,354.232,404.104,-29.068
KEYUSDT:LONG:0.0063,"06/21/2023, 08:00:28 AM","06/21/2023, 12:32:00 PM",KEYUSDT,Binance Futures,LONG,10,0.006,0,4,0,-17.852,100,100,-17.852,0,-17.852,closed,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.008,0.008,0.008,0.009,0.009,0.006,42.835,67.951,97.997,158.089,223.267,283.513,353.621,403.852,-29.276
OGNUSDT:LONG:0.0766,"06/22/2023, 12:00:25 AM","06/22/2023, 12:08:00 PM",OGNUSDT,Binance Futures,LONG,10,0,0,0,0,0,100,0,0,0,0,closed,0.079,0.078,0.078,0.077,0.082,0.084,0.087,0.091,0.097,0.101,0.107,0.111,0.077,41.772,67.089,97.468,156.962,222.785,282.278,353.165,402.532,-30.38
DUSKUSDT:SHORT:0.13304,"06/22/2023, 11:00:05 AM","06/23/2023, 07:42:00 PM",DUSKUSDT,Binance Futures,SHORT,10,0.131,0,4,2,34.394,100,100,34.394,0,34.394,closed,0.129,0.13,0.131,0.132,0.124,0.121,0.117,0.109,0.101,0.093,0.084,0.077,0.133,42.92,67.822,97.75,157.606,222.411,282.19,352.022,401.825,-28.845
KSMUSDT:SHORT:25.59,"06/24/2023, 06:00:37 AM","06/25/2023, 04:58:00 AM",KSMUSDT,Binance Futures,SHORT,10,25.138,0,4,0,-17.965,100,100,-17.965,0,-17.965,closed,24.87,25.05,25.23,25.41,23.8,23.18,22.44,20.95,19.34,17.85,16.12,14.87,25.59,43.024,67.953,97.708,157.62,222.356,282.268,351.83,402.091,-28.951
SPELLUSDT:SHORT:0.00051,"06/24/2023, 08:00:18 AM","06/24/2023, 05:55:00 PM",SPELLUSDT,Binance Futures,SHORT,10,0,0,0,0,0,100,0,0,0,0,closed,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0.001,49.2,73.8,103.6,163,227.4,286.8,356.2,405.8,-20
CHRUSDT:SHORT:0.1396,"06/24/2023, 02:00:05 PM",,CHRUSDT,Binance Futures,SHORT,10,0.137,0,4,5,107.965,100,100,73.466,34.499,107.965,open,0.136,0.137,0.138,0.139,0.13,0.127,0.122,0.114,0.106,0.097,0.088,0.081,0.14,43.478,67.797,98.01,157.701,222.55,282.24,352.248,402.358,-28.74
TLMUSDT:SHORT:0.01261,"06/25/2023, 09:00:08 AM","07/03/2023, 05:01:00 PM",TLMUSDT,Binance Futures,SHORT,10,0.012,0,1,4,54.16,100,25,13.54,0,13.54,closed,0.012,0.012,0.012,0.013,0.012,0.011,0.011,0.01,0.01,0.009,0.008,0.007,0.013,43.23,68.515,98.695,158.238,222.675,283.034,352.365,402.121,-28.548
NKNUSDT:SHORT:0.10353,"06/26/2023, 03:00:22 PM","06/27/2023, 02:42:00 PM",NKNUSDT,Binance Futures,SHORT,10,0.101,0,1,2,28.255,100,25,7.064,0,7.064,closed,0.101,0.101,0.102,0.103,0.096,0.094,0.091,0.085,0.078,0.072,0.065,0.06,0.104,42.934,67.879,97.794,157.523,222.421,282.151,352.017,401.809,-28.921
RDNTUSDT:SHORT:0.29325,"06/28/2023, 04:00:10 PM","06/28/2023, 04:46:00 PM",RDNTUSDT,Bybit USDT,SHORT,10,0.288,0,4,0,-17.677,100,100,-17.677,0,-17.677,closed,0.285,0.287,0.289,0.291,0.273,0.266,0.257,0.24,0.222,0.205,0.185,0.171,0.293,42.975,67.883,97.702,157.692,222.417,282.231,352.044,401.859,-28.767
CRVUSDT:SHORT:0.704,"06/28/2023, 06:00:23 PM","06/28/2023, 09:30:00 PM",CRVUSDT,Binance Futures,SHORT,10,0,0,0,0,0,100,0,0,0,0,closed,0.685,0.69,0.695,0.7,0.655,0.638,0.618,0.577,0.532,0.491,0.443,0.409,0.704,43.796,68.613,97.81,157.664,223.358,283.212,353.285,402.92,-27.737
HNTUSDT:SHORT:1.311,"06/28/2023, 10:00:29 PM","06/28/2023, 10:01:00 PM",HNTUSDT,Bybit USDT,SHORT,10,1.288,0,4,0,-17.524,100,100,-17.524,0,-17.524,closed,1.275,1.284,1.293,1.302,1.22,1.188,1.15,1.073,0.991,0.915,0.826,0.762,1.311,43.137,68.235,98.039,158.431,222.745,282.353,352.157,402.353,-28.235
FETUSDT:SHORT:0.2285,"06/29/2023, 01:00:29 PM","06/30/2023, 06:40:00 AM",FETUSDT,Binance Futures,SHORT,10,0.225,0,4,0,-17.429,100,100,-17.429,0,-17.429,closed,0.222,0.224,0.225,0.227,0.213,0.207,0.2,0.187,0.173,0.159,0.144,0.133,0.229,43.204,67.957,98.11,157.966,222.772,282.628,352.385,401.89,-28.353
NEOUSDT:LONG:8.695,"06/30/2023, 05:00:23 AM","07/05/2023, 12:42:00 PM",NEOUSDT,Bybit USDT,LONG,10,8.956,0,1,4,54.031,100,25,13.508,0,13.508,closed,8.956,8.89,8.824,8.758,9.342,9.566,9.836,10.375,10.959,11.498,12.127,12.576,8.695,43.1,68.111,98.258,158.441,223.649,283.832,354.064,404.198,-29.142
CKBUSDT:SHORT:0.00298,"06/30/2023, 06:00:23 AM","06/30/2023, 06:50:00 PM",CKBUSDT,Bybit USDT,SHORT,10,0.003,0,3,1,26.436,100,75,19.827,0,19.827,closed,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,46.392,70.447,101.375,159.794,225.086,285.223,353.952,403.78,-24.055
OGNUSDT:LONG:0.0777,"06/30/2023, 11:00:20 AM","06/30/2023, 03:41:00 PM",OGNUSDT,Bybit USDT,LONG,10,0.079,0,4,0,-18.241,100,100,-18.241,0,-18.241,closed,0.08,0.079,0.079,0.078,0.084,0.086,0.088,0.093,0.098,0.103,0.108,0.112,0.078,42.447,67.416,97.378,157.303,222.222,282.147,353.308,403.246,-29.963
WAVESUSDT:LONG:1.8,"07/02/2023, 06:00:19 PM","07/04/2023, 09:14:00 PM",WAVESUSDT,Bybit USDT,LONG,10,1.848,0,2,2,30.561,100,50,15.28,0,15.28,closed,1.855,1.841,1.827,1.814,1.934,1.981,2.037,2.148,2.269,2.381,2.511,2.604,1.8,42.869,67.943,98.14,158.264,223.51,283.634,354.004,404.152,-29.388
MKRUSDT:LONG:974.3,"07/03/2023, 11:00:05 PM","07/04/2023, 12:22:00 AM",MKRUSDT,Binance Futures,LONG,10,999.886,0,2,2,30.672,100,50,15.336,0,15.336,closed,1003.6,996.2,988.8,981.4,1046.8,1072,1102.2,1162.6,1228,1288.4,1358.9,1409.2,974.3,43.045,68.155,98.246,158.43,223.595,283.778,354.026,404.145,-29.195
UNIUSDT:LONG:5.236,"07/06/2023, 03:00:15 PM","07/07/2023, 02:02:00 AM",UNIUSDT,Bybit USDT,LONG,10,5.334,0,4,0,-18.304,100,100,-18.304,0,-18.304,closed,5.394,5.354,5.314,5.274,5.626,5.761,5.923,6.248,6.6,6.924,7.303,7.574,5.236,43.011,68.039,98.072,158.324,223.582,283.648,353.912,404.153,-29.292
YFIUSDT:LONG:6721,"07/08/2023, 10:00:12 PM","07/10/2023, 02:08:00 AM",YFIUSDT,Binance Futures,LONG,10,6923,0,1,1,21.522,100,25,5.381,0,5.381,closed,6923,6872,6821,6770,7221,7395,7603,8020,8471,8888,9374,9721,6721,43.045,68.179,98.223,158.457,223.602,283.836,354.037,404.16,-29.178
ARBUSDT:SHORT:1.1603,"07/11/2023, 04:15:17 PM","07/13/2023, 05:43:00 PM",ARBUSDT,Bybit USDT,SHORT,20,1.129,0,4,0,-55.483,100,100,-55.483,0,-55.483,closed,1.114,1.124,1.134,1.145,1.08,1.047,1.024,0.991,0.969,0.935,0.913,0.891,1.16,59.991,119.982,160.036,220.027,260.081,320.072,359.946,400,-84.059
1INCHUSDT:LONG:0.3105,"07/12/2023, 08:00:40 PM","07/16/2023, 08:40:00 AM",1INCHUSDT,Bybit USDT,LONG,20,0.319,0,4,8,176.453,100,100,176.453,-0,176.453,closed,0.324,0.321,0.318,0.315,0.334,0.344,0.35,0.36,0.366,0.376,0.382,0.389,0.311,58.642,120.37,160.494,219.136,259.259,317.901,358.025,398.148,-83.333
AKROUSDT:SHORT:0.005073,"07/14/2023, 06:30:45 PM",,AKROUSDT,Bybit USDT,SHORT,20,0,0,0,0,0,100,0,0,0,0,open,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.005,60.382,120.353,160.197,220.168,260.012,320.394,360.238,400.082,-83.795
ASTRUSDT:LONG:0.04312,"07/14/2023, 08:08:12 PM","07/14/2023, 08:30:00 PM",ASTRUSDT,Bybit USDT,LONG,10,0.044,0,4,0,-28.336,100,100,-28.336,0,-28.336,closed,0.045,0.045,0.044,0.044,0.046,0.048,0.049,0.05,0.051,0.052,0.053,0.054,0.043,29.99,59.98,79.973,109.963,129.957,159.947,179.94,199.933,-42.097
ETCUSDT:SHORT:20.001,"07/15/2023, 09:00:51 AM",,ETCUSDT,Binance Futures,SHORT,20,19.461,0,4,3,101.621,100,100,76.388,25.233,101.621,open,19.195,19.374,19.553,19.732,18.619,18.043,17.659,17.083,16.699,16.124,15.74,15.356,20.001,60.016,120.031,160.042,220.057,260.068,319.979,359.99,400,-83.98
RUNEUSDT:SHORT:1.074,"07/15/2023, 10:15:51 AM",,RUNEUSDT,Binance Futures,SHORT,20,1.031,0,1,4,116.78,100,25,20.078,9.117,29.195,open,1.031,1.04,1.05,1.059,1,0.969,0.948,0.917,0.896,0.866,0.845,0.824,1.074,60.136,120.272,161.009,221.145,261.882,320.078,360.815,401.552,-83.414
BLZUSDT:SHORT:0.06171,"07/15/2023, 09:15:53 PM","07/16/2023, 10:04:00 AM",BLZUSDT,Bybit USDT,SHORT,20,0.059,0,1,1,30.052,100,25,7.513,0,7.513,closed,0.059,0.06,0.06,0.061,0.057,0.056,0.054,0.053,0.052,0.05,0.049,0.047,0.062,60.105,120.209,160.054,220.159,260.003,320.108,360.29,400.135,-83.741
BLZUSDT:SHORT:0.06098,"07/16/2023, 10:15:53 AM","07/16/2023, 12:31:00 PM",BLZUSDT,Bybit USDT,SHORT,20,0.059,0,4,0,-55.493,100,100,-55.493,0,-55.493,closed,0.059,0.059,0.06,0.06,0.057,0.055,0.054,0.052,0.051,0.049,0.048,0.047,0.061,60.15,119.959,159.945,220.096,260.082,320.232,360.219,400.205,-84.074
ONTUSDT:SHORT:0.2164,"07/16/2023, 04:15:45 PM","07/17/2023, 04:02:00 PM",ONTUSDT,Binance Futures,SHORT,20,0.209,0,2,1,34.804,100,50,17.402,0,17.402,closed,0.208,0.21,0.212,0.214,0.201,0.195,0.191,0.185,0.181,0.174,0.17,0.166,0.216,60.664,120.366,160.809,220.51,260.953,320.655,360.135,400.578,-83.775
APEUSDT:LONG:1.938,"07/16/2023, 08:30:36 PM","07/17/2023, 12:25:00 PM",APEUSDT,Bybit USDT,LONG,20,1.995,0,4,0,-57.41,100,100,-57.41,0,-57.41,closed,2.024,2.005,1.986,1.967,2.084,2.145,2.185,2.246,2.287,2.347,2.388,2.428,1.938,59.289,119.565,159.091,219.368,259.881,319.17,359.684,399.209,-84.98
ZILUSDT:SHORT:0.02298,"07/17/2023, 05:45:58 AM","07/18/2023, 02:21:00 AM",ZILUSDT,Binance Futures,SHORT,20,0.022,0,4,0,-55.676,100,100,-55.676,0,-55.676,closed,0.022,0.022,0.022,0.023,0.021,0.021,0.02,0.02,0.019,0.019,0.018,0.018,0.023,59.864,119.728,159.637,219.501,259.41,320.181,360.091,400,-84.354
ADAUSDT:LONG:0.2991,"07/17/2023, 12:01:01 PM","07/18/2023, 06:48:00 PM",ADAUSDT,Bybit USDT,LONG,20,0.308,0,4,0,-56.63,100,100,-56.63,0,-56.63,closed,0.312,0.309,0.306,0.304,0.322,0.331,0.337,0.347,0.353,0.362,0.368,0.375,0.299,60.218,120.436,160.154,220.372,260.09,320.307,360.026,400.384,-83.921
BALUSDT:LONG:4.505,"07/18/2023, 10:31:12 AM","07/23/2023, 01:05:00 AM",BALUSDT,Bybit USDT,LONG,20,4.639,0,4,0,-57.978,100,100,-57.978,0,-57.978,closed,4.705,4.662,4.618,4.575,4.845,4.985,5.08,5.225,5.315,5.46,5.55,5.645,4.505,59.511,119.022,159.405,221.041,259.299,320.935,359.192,399.575,-85.016
KNCUSDT:SHORT:0.6142,"07/19/2023, 03:00:42 PM","07/21/2023, 05:02:00 PM",KNCUSDT,Binance Futures,SHORT,20,0.598,0,4,0,-55.601,100,100,-55.601,0,-55.601,closed,0.589,0.595,0.6,0.606,0.572,0.554,0.542,0.525,0.513,0.495,0.483,0.472,0.614,60.061,119.783,159.824,219.885,259.925,319.986,360.027,400.068,-84.153
BALUSDT:SHORT:4.815,"07/20/2023, 01:30:36 AM",,BALUSDT,Bybit USDT,SHORT,20,4.666,0,3,3,105.442,100,75,52.715,26.367,79.082,open,4.625,4.667,4.708,4.75,4.485,4.345,4.255,4.115,4.02,3.885,3.79,3.7,4.815,60.541,121.081,160,220.541,261.622,320,361.081,400,-82.162
XRPUSDT:LONG:0.7767,"07/20/2023, 11:15:43 AM","07/20/2023, 10:31:00 PM",XRPUSDT,Binance Futures,LONG,20,0.799,0,4,0,-56.453,100,100,-56.453,0,-56.453,closed,0.811,0.803,0.796,0.788,0.835,0.859,0.876,0.9,0.916,0.94,0.957,0.973,0.777,59.948,120.143,160.109,220.057,260.022,319.97,360.183,400.148,-83.878
DASHUSDT:SHORT:34.25,"07/21/2023, 04:45:57 AM",,DASHUSDT,Binance Futures,SHORT,20,33.326,0,4,2,94.368,100,100,57.965,36.403,94.368,open,32.87,33.177,33.483,33.79,31.88,30.9,30.24,29.25,28.6,27.61,26.95,26.29,34.25,60.237,119.866,160.024,220.262,259.811,320.049,360.207,400.365,-83.967
THETAUSDT:LONG:0.7756,"07/21/2023, 09:15:42 PM","07/24/2023, 11:50:00 AM",THETAUSDT,Binance Futures,LONG,20,0.798,0,4,1,44.778,100,100,44.778,0,44.778,closed,0.81,0.802,0.794,0.787,0.834,0.858,0.874,0.899,0.915,0.939,0.955,0.972,0.776,60.03,120.059,159.832,219.862,259.881,319.911,359.931,399.951,-83.992
ARPAUSDT:LONG:0.04843,"07/22/2023, 12:16:01 PM","07/24/2023, 11:50:00 AM",ARPAUSDT,Bybit USDT,LONG,20,0.05,0,4,0,-56.752,100,100,-56.752,0,-56.752,closed,0.051,0.05,0.05,0.049,0.052,0.054,0.055,0.056,0.057,0.059,0.06,0.061,0.048,59.731,119.858,159.81,219.937,259.889,320.016,359.968,399.921,-84.256
ANTUSDT:LONG:3.995,"07/23/2023, 01:58:30 PM","07/24/2023, 05:43:00 AM",ANTUSDT,Bybit USDT,LONG,10,4.112,0,4,0,-28.466,100,100,-28.466,0,-28.466,closed,4.17,4.132,4.093,4.055,4.295,4.42,4.505,4.63,4.71,4.84,4.92,5.005,3.995,29.976,59.952,80.336,110.312,129.496,160.671,179.856,200.24,-41.966
VETUSDT:LONG:0.01882,"07/23/2023, 10:01:01 PM","07/24/2023, 11:50:00 AM",VETUSDT,Binance Futures,LONG,20,0.019,0,4,0,-57.073,100,100,-57.073,0,-57.073,closed,0.02,0.019,0.019,0.019,0.02,0.021,0.021,0.022,0.022,0.023,0.023,0.024,0.019,60.051,120.102,159.796,219.847,260.56,319.593,360.305,400,-84.478
WAVESUSDT:SHORT:2.0801,"07/24/2023, 08:30:19 AM","07/24/2023, 11:50:00 AM",WAVESUSDT,Binance Futures,SHORT,20,0,0,0,0,0,100,0,0,0,0,closed,1.996,2.015,2.033,2.052,1.936,1.877,1.837,1.777,1.737,1.677,1.637,1.597,2.08,59.914,119.928,160.004,219.918,259.994,320.008,359.984,399.96,-84.06
KNCUSDT:LONG:0.6507,"07/25/2023, 09:30:39 PM","07/27/2023, 04:25:00 PM",KNCUSDT,Binance Futures,LONG,20,0.67,0,4,3,78.845,100,100,78.845,0,78.845,closed,0.679,0.673,0.667,0.66,0.7,0.72,0.734,0.754,0.768,0.788,0.802,0.815,0.651,60.062,119.829,159.87,219.932,259.974,320.035,360.077,399.823,-84.204
EGLDUSDT:SHORT:33.45,"07/26/2023, 04:00:55 AM",,EGLDUSDT,Binance Futures,SHORT,20,32.552,0,4,0,29.591,100,100,0,29.591,29.591,open,32.11,32.407,32.703,33,31.14,30.18,29.54,28.57,27.93,26.97,26.33,25.68,33.45,60.417,120.212,160.075,220.492,260.355,320.149,360.012,400.498,-83.463
THETAUSDT:LONG:0.7977,"07/26/2023, 01:45:57 PM","07/27/2023, 04:41:00 PM",THETAUSDT,Binance Futures,LONG,20,0.821,0,4,0,-56.661,100,100,-56.661,0,-56.661,closed,0.833,0.825,0.817,0.809,0.858,0.883,0.899,0.924,0.941,0.966,0.983,0.999,0.798,60.046,120.091,159.962,220.007,260.118,319.923,360.034,400.144,-84.064
XLMUSDT:LONG:0.1389,"07/26/2023, 08:30:48 PM",,XLMUSDT,Binance Futures,LONG,20,0.144,0,2,7,143.217,100,50,68.279,3.33,71.609,open,0.145,0.144,0.142,0.141,0.149,0.154,0.157,0.161,0.164,0.168,0.171,0.174,0.139,60.004,120.008,160.011,220.015,260.018,320.022,360.025,400.028,-84.006
COMPUSDT:SHORT:75.41,"07/27/2023, 08:45:46 AM","07/29/2023, 02:10:00 AM",COMPUSDT,Binance Futures,SHORT,20,73.372,0,4,1,43.235,100,100,43.235,0,43.235,closed,72.37,73.043,73.717,74.39,70.2,68.03,66.58,64.41,62.96,60.79,59.34,57.89,75.41,59.97,119.939,160.011,219.981,260.053,320.022,360.094,400.166,-84.013
ARPAUSDT:LONG:0.04915,"07/29/2023, 11:45:41 AM","07/30/2023, 10:01:00 PM",ARPAUSDT,Binance Futures,LONG,20,0.051,0,4,0,-56.52,100,100,-56.52,0,-56.52,closed,0.051,0.051,0.05,0.05,0.053,0.054,0.055,0.057,0.058,0.06,0.061,0.062,0.049,60.039,120.078,160.234,220.273,260.039,320.078,360.234,400,-83.821
